id,company,street,housenum,postalcode,city,country,notes,name,surname,surname_prefix,email,telephone,label,is_parent_of,is_child_of,roomType
472,DoubleTree by Hilton Cedar Rapids Convention Center,First Ave NE,350,IA 52401,Cedar Rapids,US,"

	

2024. The rate is $149 plus tax &ndash; so $171.6625 inclusive. USD 139 (USD 157.82 incl tax) for a 2 double bed room&nbsp;&nbsp;CXL = 48 uur

2023:&nbsp;Contract rate $136,- | Groepen tellen niet mee voor productie | Geen LRA | Rate excl. state taxes &amp; destination fee.&nbsp;

Corporate Meeting Partner rate of $136 plus tax the inclusive rate per night is $154.46. So it would always be that times however many nights the guest is staying. These totals are for room &amp; tax only, so any breakfast charges would be added

Our breakfast items are made to order at various prices I would say on average cost is $13 per person. Whatever the cost, it will be routed to the room and card on file. 



RESERVEREN VIA MAIL NAAR ASHLEY, ALS JE AANGEEFT DAT DEZELFDE KAART EINDIGEND OP 0639 GEBRUIKT MAG WORDEN KOMT HET IN ORDE.




2022:&nbsp;Contract rate $130,- | Groepen tellen niet mee voor productie | Geen LRA | Rate excl. state taxes &amp; destination fee.&nbsp;

RESERVEREN VIA MAIL NAAR ASHLEY, ALS JE AANGEEFT DAT DEZELFDE KAART EINDIGEND OP 6804 GEBRUIKT MAG WORDEN KOMT HET IN ORDE.


2020: Contract rate $122,- | Groepen tellen niet mee voor productie | Geen LRA | Rate excl. state taxes &amp; destination fee

",,,,"ashley.coughlin@hilton.com, jenub.wan@hilton.com",,hotel,"473, 473","289, 289","3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
475,Mercure Zwolle,Herstenbergweg,1,8041 BA,Zwolle,NL,,,,,,,hotel,"476, 476, 477, 477","291, 291","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
478,Ibis Styles Den Haag City Centre B.V.,Kerkplein,3,2513 AZ,Den Haag,NL,"

	

Altijd reserveren via mail of Telefoon, NIET VIA PORTAL ivm met lage commissie en hogere kosten voor hotel.

Commissie 10% incl. ontbijt.

",,,,hb2q1-gm@accor.com,0031702161958,hotel,"479, 479","291, 291","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room, single use"
480,Mercure Amsterdam City,Joan Muyskenweg,10,1096 CJ,Amsterdam,NL,,,,,,,hotel,"481, 481, 482, 482, 1879","291, 291",
483,Mercure Amsterdam West,Oude Haagseweg,20,1066 BW,Amsterdam,NL,,,,,,,hotel,"484, 484, 485, 485","291, 291","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Superior Kingsize bed Room, Standard Double Room, Superior Deluxe Room, Superior Room"
486,Mercure Hotel Amersfoort Centre,de Nieuwe Poort,20,3812 PA,Amersfoort,NL,"

	

Stadsbelasting Euro 2.40 p.p.p.n.

",,,,facturen@mhac.nl,,hotel,"487, 487, 488, 488, 489, 489, 490, 490","291, 291",
491,Novotel Amsterdam City,Europaboulevard,10,1083 AD,Amsterdam,NL,,,,,H0515-RE10@ACCOR.COM,0031207219179,hotel,"492, 492, 493, 493","291, 291","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Standard Double Room, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
494,Novotel Den Haag City Centre,Hofweg,5-7,2511 AA,Den Haag,NL,,,,,,,hotel,"495, 495","291, 291",
497,Ibis Amsterdam Centre Stopera,Valkenburgerstraat,68,1011 LZ,Amsterdam,NL,,,,,,,hotel,"498, 498, 499, 499","291, 291","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Standard Double Room, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
500,Mercure Amsterdam Sloterdijk Station,Naritaweg,1,1043 BP,Amsterdam,NL,,,,,,,hotel,"501, 501, 502, 502","291, 291","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Privilege kamer, Meeting room rental, Overnamekosten factuur  5%+BTW, Classic Double room"
503,Mercure Den Haag Central,Spui,180,2511 BW,Den Haag,NL,,,,,,,hotel,"504, 504, 506, 506","291, 291","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Classic Double Room, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
507,Mercure Courchevel,Rue du Jardin Alpin,410,73120,Courchevel 1850,FR,,,,,,,hotel,"508, 508","291, 291",
509,Eden Locke,George Street,127,EH2 4JN,Edinburgh,GB,,,,,askeden@lockeliving.com,,hotel,,"292, 292","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Locke Studio"
512,Bilderberg Europa Hotel Scheveningen,Zwolsestraat,2,2587 VJ,Den Haag,NL,"Contractprijzen: Comfort room, single use: E129,- | Deluxe room, sinle use E 139,- | 10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering",,,,rozemarijn.tiebout@bilderberg-europahotel.nl,"31704169596, 31682404849",hotel,"513, 513","293, 293","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort room"
514,Bilderberg Garden Hotel Amsterdam,Dijsselhofplantsoen,7,1077 BJ,Amsterdam,NL,10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20,,,,garden@bilderberg.nl,,hotel,"515, 515, 516, 516, 517, 517","293, 293","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Comfort Room, Overnamekosten factuur  5%+BTW, Comfort Room"
518,Bilderberg Grand Hotel Wientjes,Stationsweg,7,8011 CZ,Zwolle,NL,10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20,,,,,,hotel,"519, 519","293, 293","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Executive Room, Superior Deluxe Room"
520,Hotel De Bilderberg,Utrechtseweg,261,6862 AK,Oosterbeek,NL,10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20,,,,bilderberg@bilderberg.nl,003163396333,hotel,"521, 521",,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Double Room"
522,Bilderberg Hotel Jan Luyken,Jan Luijkenstraat,58,1071 CS,Amsterdam,NL,10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20,,,,,,hotel,"523, 523","293, 293",
524,Bilderberg Hotel 'T Speulderbos,Speulderbosweg,54,3886 AP,Garderen,NL,10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20,,,,Ilse.Holtrop-Dekker@bilderberg-hotelspeulderbos.nl,31577464403,hotel,"525, 525","293, 293",
526,Bilderberg Parkhotel Rotterdam,Westersingel,70,3015 LB,Rotterdam,NL,"

	

10% commissie op gerealiseerde business arrangementen ex ontbijt | 5% Commissie no-show/late annulering | Contract tot 31.12.20

",,,,parkhotel.factuur@bilderberg.nl,,hotel,"528, 528","293, 293","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Comfort Room, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
529,Bilderberg Résidence Groot Heideborgh,Hoogesteeg,50,3886 MA,Garderen,NL,10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20,,,,,,hotel,"530, 530","293, 293","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Deluxe room, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
531,Carlton Ambassador Hotel,Sophialaan,2,2514 JP,Den Haag,NL,"

	

Contract afspraken, 2022
Commissie en room rates.
142,00 in/ex Classic room
167,- in/ex Royal room
217,- in/ex Residence room
Citytax 5,35 p.p.p.n.
Toeslag double use 19,50 p.n.

Commissie 10% over room &amp; ontbijt

",,,,info@ambassador.carlton.nl,310703630363,hotel,"532, 532","294, 294, 1004, 1004","3 course dinner, DDR 4hrs, DDR 8hrs, Comfort Room, Overnamekosten factuur  5%+BTW, Buffet breakfast"
536,Carlton President Utrecht,Floraweg,25,3542 DX,Utrecht,NL,"

	

2023: 10% korting BAR &amp; 10% commissie

Contract afspraken, Commissie en room rates. 125,00 in/ex Standaard room, 132,50 in/ex Premium room, 145,- in/ex Delxue room.

",,,,"reservations@president.carlton.nl, bblikman@president.carlton.nl, banqueting@president.carlton.nl","0302425932, 0302414182",hotel,"537, 537, 538, 538, 539, 539, 540, 540, 1390, 1390, 1396","294, 294","3 course dinner, City tax, Standard Double room, single use, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe room, single use, Comfort Double room, single use"
541,Carlton Beach Scheveningen,Gevers Deynootweg,201,2586 HZ,Scheveningen,NL,"Refereren aan contract Ambassador, krijgen vaak dezelfde tarieven",,,,,,hotel,"542, 542, 543, 543","294, 294","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Beach Comfort, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
544,Market Street Edinburgh,Market Street,6,EH1 1DE,Edinburgh,GB,"Only Carlton in the UK, Good subsitute for Marriott Edinburgh",,,,,,hotel,,"294, 294",
546,Ibis Leiden,Stationsplein,240 - 242,2312 AR,Leiden,NL,"

	

Individuele overnachtingen nooit via AccorTravelpro boeken
IMPORTANT!!

Ik heb hier intern vermeld dat er geen eind datum was afgesproken wat betreft het krediet, daar we altijd goed en leuk contact hebben gehad.
Dit betekend dat jullie het krediet nu kunnen gebruiken tot eind 2022.
&nbsp;
Wij zullen de reserveringen in ons hotel inboeken op basis van beschikbaarheid, het krediet kan niet gebruikt worden voor groepsreserveringen. Alleen individueel en op basis van beschikbaarheid.
Wij zullen de reserveringen in een Excel bestand bijhouden, tevens ook het resterende openstaande bedrag wat nog gebruikt kan worden.
De boekingen zullen dus op &lsquo;&rsquo;complimentary&rsquo;&rsquo; afgeslagen worden in ons systeem. En niet als zijnde factuur aan jullie, dit omdat het bedrag &euro; 4627.25 als omzet in 2020 is afgeslagen.
&nbsp;

",,,,,0715160000,hotel,"547, 547, 548, 548","295, 295","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Premium Room with city view and a double Sweet bed by ibis (high floor), Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
549, Golden Tulip & Tulip Inn Leiden,Schipholweg,3,2316 XB,Leiden,NL,"

	

8% commissie aanbieden op: kamer, ontbijt, zaalhuur, DDR, pre-booked F&amp;B, late cancellation en no-show kosten. 

",,,,,,hotel,"550, 550, 551, 551","295, 295","3 course dinner, City tax, Golden Tulip Comfort Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
552,Golden Tulip Noordwijk Beach,Koningin Wilhelmina Boulevard,8,2202 GS,Noordwijk,NL,,,,,,,hotel,,"295, 295",
553,Golden Tulip Zoetermeer,Kinderen van Versteegplein,18,2713 HB,Zoetermeer,NL,,,,,,,hotel,,"295, 295",
555,Radisson Blu Hotel Amsterdam Airport,Boeing Avenue,2,1119 PB,Schiphol-Rijk,NL,,,,,,,hotel,"554, 554, 556, 556","296, 296","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Junior Suite, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
557,Palace Hotel Noordwijk aan Zee,Picképlein,8,2202 CL,Noordwijk,NL,"

	

LET OP: vanaf 01.01.21 geen onderdeel meer van Radisson Hotel Group
Per datum dus ontkoppelen van Radissono en eventuele nieuwe (contact)gegevens invoeren).

",,,,,,hotel,,,
558,Park Inn by Radisson Amsterdam Airport Schiphol,Beechavenue,142 - 160,1119 PR,Schiphol-Rijk,NL,,,,,,,hotel,,"296, 296",
559,Park Inn Amsterdam City West,La Guardiaweg,59,1043 DE,Amsterdam,NL,,,,,,,hotel,,"296, 296","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double Room"
560,Radisson Blu Hotel Amsterdam City Center,Rusland,17,1012 CK,Amsterdam,NL,,,,,,0031206231231,hotel,,"296, 296","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Room, Standard Deluxe Room with bath, Superior Deluxe Room, Superior Room"
563,Fletcher Hotel Duinoord,Wassenaarseslag,26,2242 PJ,Wassenaar,NL,"Commissie altijd laten bevestigen, kamers kunnen gehorig zijn",,,,info@hotelduinoord.nl,00310705119332,hotel,"562, 562, 564, 564, 1845","297, 297",
565,Fletcher Wellness Hotel Leiden,Bargelaan,180,2333 CW,Leiden,NL,Commissie altijd laten bevestigen,,,,,,hotel,"566, 566","297, 297",
567,Fletcher Hotel Nautisch Kwartier,Mastspoor,1,1271 GL,Huizen,NL,Commissie altijd laten bevestigen,,,,,,hotel,"568, 568","297, 297",
569,Fletcher Hotel Amersfoort,Stichtse Rotonde,11,3818 GV,Amersfoort,NL,"

	

Commissie altijd laten bevestigen
Stadsbelasting Euro 2.40 p.p.p.n.

",,,,,,hotel,,"297, 297",
571,Fletcher Hotel Nieuwegein,Buizerdlaan,10,3435 SB,Nieuwegein,NL,Commissie altijd laten bevestigen,,,,,,hotel,"572, 572","297, 297",
573,Fletcher Hotel Jagershorst,Valkenswaardseweg,44,5595 XB,Leende,NL,Commissie altijd laten bevestigen,,,,,,hotel,"574, 574","297, 297",
575,Fletcher Hotel Auberge de Kieviet ,Stoeplaan,27,2243 CX,Wassenaar,NL,"Commissie altijd laten bevestigen, verouderde kamers",,,,"aduit@fletcher.nl, facturen@fletcher.nl",0031705119232,hotel,"576, 576","297, 297",
577,Three Corners Lifestyle Hotel,Hőgyes Endre u.,4,1092,Budapest,HU,"

	

Commissie en prijzen in HUF laten bevestigen

Emese Nagyszegi
Sales Executive

The Three Corners Lifestyle Hotel ****&nbsp;&nbsp;&nbsp;
H-1092 Budapest, Hőgyes Endre utca 4.&nbsp;&nbsp;
Phone: +36 1&nbsp;610 47 07

&nbsp;

",,,,sales-lifestylehotel@threecorners.hu,003616104707,hotel,"578, 578, 1485",,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Deluxe Double room, Superior Double room, Meeting room rental, Overnamekosten factuur  5%+BTW"
580,Marriott The Hague,Johan de Wittlaan,30,2517 JR,Den Haag,NL,"

	

Groepsaanvragen via Basil Lotens | Let op commissie percentages

BOEKINGEN OP REKENING

AR Nummer: 01838

",,,,,0651049213,hotel,"581, 581, 1511","299, 299","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Deluxe KING room, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
582,Renaissance Amsterdam,Kattengat,1,1012 SZ,Amsterdam,NL,Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,,,hotel,,"299, 299",
583,Courtyard Amsterdam Arena Atlas,Hoogoorddreef,1,1101 BA,Amsterdam,NL,Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,,,hotel,,"299, 299","3 course dinner, City tax, Standard Double Room, DDR 4hrs, DDR 8hrs, Superior KING Room, Overnamekosten factuur  5%+BTW"
584,Residence Inn Amsterdam Houthavens,Danzigerkade,177,1013 AP,Amsterdam,NL,Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,,,hotel,,"299, 299",
585,Courtyard Amsterdam Airport,Bosweg,15,2131 LX,Hoofdorp,NL,Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,tijn.vandesande@claus.nl,,hotel,824,"299, 299",
586,Cedar Rapids Marriott,Collinds Road NE,1200,IA 52402,Cedar Rapids,US,Aegon rate code AEO (non-commisionable) | Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,,,hotel,"587, 587, 588, 588","299, 299","1 King bed guestroom, 3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
589,Residence Inn Cedar Rapids,Dodge Road NE,1900,IA 52402,Cedar Rapids,US,Aegon rate code AEO (non-commisionable) | Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,ashley.kanellis@marriott.com,0013193950111,hotel,,"299, 299","3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Studio King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
590,AC Hotel Madrid Feria,Vía de los Poblados,3,28033,Madrid,ES,Aegon rate code AEO (non-commisionable) | Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,reception.madridferia@achmhotels.com,0034913824781,hotel,"591, 591","299, 299","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Queen Guest Room, Standard King, Guest room"
592,Delta Hotel Edinburgh Hotel,Glasgow Road,111,EH12 8NF,Edinburgh,GB,"

	

Aegon rate code AEO | Groepsaanvragen via Basil Lotens | Let op commissie percentages


FORMAR&nbsp;Edinburgh Marriott Hotel

",,,,"gino.ventre@deltahotels.com, james.o'neill@marriotthotels.com, mhrs.edieb.frontdesk@marriotthotels.com, edinburgh@marriott.com",00441313349191,hotel,"593, 593, 594, 594, 595, 595","299, 299","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe Room"
597,Element Amsterdam,Arent Janszoon Ernststraat,57,1082 LD,Amsterdam,NL,Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,,,hotel,"598, 598","299, 299",
599,Renaissance Baltimore Harborplace,East Pratt Street,202,MD 21202,Baltimore,US,Aegon rate code AEO  | Groepsaanvragen via Basil Lotens | Let op commissie percentages,,,,,,hotel,"600, 600","299, 299",
602,Hyatt Place Amsterdam Airport,Rijnlanderweg,800,2132 NN,Hoofdorp,NL,,,,,ketija.romanovska@hyatt.com,0612344886,hotel,"603, 603","300, 300",
605,ss Rotterdam,3e Katendrechtsehoofd,25,3072 AM,Rotterdam,NL,Commissie blijven onderhandelen,,,,,,hotel,"606, 606",,
607,Hotel Jakarta Amsterdam,Javakade,766,1019 SH,Amsterdam,NL,Commissie blijven onderhandelen,,,,,,hotel,"608, 608, 609, 609",,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Superior Room with shower, bath and balcony"
610,Hotel New York,Koninginnenhoofd,1,3072 AD,Rotterdam,NL,Commissie blijven onderhandelen,,,,31104390500,,hotel,"611, 611",,
614,Best Western Plus City Hotel Gouda,Hoge Gouwe,201,2801 LE,Gouda,NL,,,,,,,hotel,"615, 615, 616, 616","302, 302",
617,Ernst Sillem Hoeve,Soestdijkerweg,10B,3734 MH,Den Dolder,NL,,,,,,,hotel,"618, 618","303, 303",
619,Landgoed De Horst,De Horst,1,3971 KR,Driebergen,NL,,,,,,,hotel,"620, 620","303, 303",
623,Buitenplaats de Bergse Bossen,Traaij,299,3971 GM,Driebergen-Rijsenburg,NL,,,,,banqueting@bergsebossen.nl,0343528150,hotel,"2621, 2621","304, 304",
624,Stadsvilla Mozaic,Laan Copes van Cattenburgh,38 - 40,2585 GB,Den Haag,NL,,,,,,,hotel,,"304, 304",
625,Casa Julia,Maerten Trompstraat,33,2628 RC,Delft,NL,,,,,,,hotel,,"304, 304",
626,Stadsvilla Mout,Lange Haven,71,3111 CB,Schiedam,NL,,,,,,,hotel,,"304, 304",
627,Kasteel Oud-Poelgeest,Poelgeesterweg,1,2341 NM,Oegstgeest,NL,"

	

GEEN COMMISSIE MEER!!! NIET BOEKEN!!!!

",,,,reserveringen@oudpoelgeest.nl,0715174224,hotel,"628, 628",,
629,Hotel Sebel,Prins Hendrikplein,20,2518 JC,Den Haag,NL,Scherpe tarieven voor longstays,,,,,,hotel,"630, 630",,
631,Amsterdam ID Aparthotel,,,,,,,,,,,,hotel,,,
632,Conservatorium Hotel Amsterdam,Paulus Potterstraat,50,1071 DB,Amsterdam,NL,Onderdeel van The Leading Hotels of The World,,,,robin.kerklaan@conservatoriumhotel.com,0611605215,hotel,"633, 633, 1097",,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe Guest Room"
634,Hotel De L'Europe,Nieuwe Doelenstraat,2 -14,1012 CP,Amsterdam,NL,Onderdeel van The Leading Hotels of The World,,,,,,hotel,"635, 635",,"3 course dinner, City tax, DDR 4hrs, Overnamekosten factuur  5%+BTW, Standard Double room"
636,Des Indes,Lange Voorhout,54 - 56,2514 EG,Den Haag,NL,Onderdeel van The Leading Hotels of The World,,,,,,hotel,"637, 637",,
638,Hotel Okura Amsterdam,Ferdinand Bolstraat,333,1072 LH,Amsterdam,NL,Onderdeel van The Leading Hotels of The World,,,,,,hotel,"639, 639, 640, 640",,
643,Hotel Post-Plaza Leeuwarden,Nieuwstraatje,25 - 27,8911 KW,Leeuwarden,NL,"

	

Contractprijzen 2024: Comfort room: E115,- in/ex, Deluxe room: E 130,- in/ex, Superior room: E155,- in/ex (single use).


Contractprijzen 2023: Comfort room: E115,- in/ex, Deluxe room: E 130,- in/ex, Superior room: E155,- in/ex (single use).

Contractprijzen 2022: Comfort room: E105,- in/ex, Deluxe room: E 115,- in/ex, Superior room: E135,- in/ex (single use).

&nbsp;

",,,,"reservering@post-plaza.nl, annelottehuitema@post-plaza.nl","0031582159317, 0582159317",hotel,"644, 644, 645, 645, 837, 2630",,"City tax, Comfort kamer, excluding breakfast, Superior room, including breakfast, Overnamekosten factuur  5%+BTW"
646,Landgoed Lauswolt,Van Harinxmaweg,10,9244 CJ,Beetsterzwaag,NL,"1ste boeking was tegen 8% daarna heb ik aangegeven dat we 10% vragen, hier geen officeel akkoord op gehad.",,,,,,hotel,"647, 647, 1058",,
648,Catshuis Leeuwarden,Nieuwestad,46,8911 CJ,Leeuwarden,NL,,,,,,,hotel,"649, 649",,
650,Stroom Rotterdam,Lloydstraat,1,3024 EA,Rotterdam,NL,"FAILLIET DOOR CORONA, AFW OP DOORSTART: Contractprijzen: Studio: E120,- in/ex, Split Level: E142,- in/ex Urban Loft: E168,- in/ex",,,,,,hotel,"651, 651, 652, 652",,
654,DoubleTree by Hilton Rotterdam Centre,Leuvehaven,80,3011 EA,Rotterdam,NL,"

	

4* | 10% korting op BAR

",,,,"giovanna.genegel@mainporthotel-rotterdam.com, reservationsmaas@doubletreerotterdam.com","0104134139, 0102175729",hotel,"656, 656, 1606, 1724, 1724","307, 307","Meeting room rental, Overnamekosten factuur  5%+BTW"
657,Mainport Hotel Rotterdam a Hilton Affiliate Hotel,Leuvehaven,77,3011 EA,Rotterdam,NL,5* | 15% korting op BAR,,,,"pstark@inntellhotels.nl, info@mainporthotel.com","0102175719, 0031102175757",hotel,"658, 658, 659, 659, 660, 660","307, 307","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Waterfront Sauna Room, excluding breakfast, Overnamekosten factuur  5%+BTW, City XL"
661,Inntel Hotel Utrecht Centre,Smakkelaarshoek,24,3511 EC,Utrecht,NL,"Contract rate: City Twin/Double room: E 150,- | 15% korting op BAR",,,,meetingutrecht@inntelhotels.nl,0302024005,hotel,"662, 662, 663, 663, 1308","307, 307","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, City Double room"
