"id","company","street","housenum","postalcode","city","country","notes"
1320,Tunica Trading BV,Pondweg,"7","2153 PK",Nieuw-Vennep,NL,""
1321,Snellecoronatest.nl,Gelderlandplein,Parkbee P3,"1082KZ",Amsterdam,NL,""
1322,"","","","","",NL,COO - Tunica en Snellecoronatest.nl
1323,WestCord Hotel Noordsee,Strandweg,"42","9163GN",Nes,NL,Receptie
1324,WestCord Hotel Schylge,Burgemeester van Heusdenweg,"37","8881ED",West-Terschelling,NL,""
1325,"","","","","","",""
1326,"","","","","","",""
1327,Hotel Cafe Restaurant Duinzicht,Badweg,"17","9166ND",Schiermonnikoog,NL,""
1328,Loods Hotel Vlieland,Dorpsstraat,"1-3","8899AA",Vlieland,NL,""
1329,"","","","","","",""
1330,"","","","","","",""
1331,"","","","","","",""
1332,"","","","","","",""
1333,"","","","","","",""
1334,Van der Valk Hotel Texel - De Koog,Pelikaanweg,"18","1796NR",De Koog,NL,""
1335,"","","","","","",""
1336,"","","","","","",""
1337,Hotel Brasserie Brakzand,Langestreek,"66","9166LE",Schiermonnikoog,NL,""
1338,"","","","","","",EIGENAAR
1339,Hotel NAP,Torenstraat,"55","8881BH",West-Terschelling,NL,""
1340,"","","","","","",""
1341,"","","","","",NL,Vervanger Barbara van Miltenburg 
1342,La Maison Chantecler,Avenue Circulaire,"154","1180",Uccle,BE,""
1343,"","","","","",BE,""
1344,Le Châtelain Brussels Hotel ,Rue du Châtelain ,"17","1000",Brussel,BE,Receptie
1345,"","","","","","",""
1346,"","","","","","",""
1347,Hyatt Regency Amsterdam ,Sarphatistraat,"104","1018GV",Amsterdam,NL,""
1348,"","","","","",NL,""
1349,"","","","","","",""
1350,"","","","","","",""
1351,"","","","","","",""
1352,"","","","","","",""
1353,"","","","","","",""
1354,"","","","","","",""
1355,Ameron Hamburg Hotel Speicherstadt,Am Sandtorkai,"4","20457",Hamburg,DE,"<html>
<head>
	<title></title>
</head>
<body>10% commissie op netto kamerprijs incl. ontbijt.</body>
</html>
"
1356,"","","","","",NL,""
1357,"","","","","",NL,""
1358,"","","","","","",""
1359,"25hours Hotel Hamburg HafenCity ",Ueberseeallee,"5","",Hamburg,DE,""
1360,Hotel Saint Nicolas & Spa,Esplanade ,"31","5533",Remich,LU,""
1361,"","","","","","",Eigenaar
1362,"","","","","","",""
1363,"","","","","","",""
1364,Sandton Eindhoven Centre ,Stratumsedijk,"23D","5611 NA",Eindhoven,NL,"<html>
<head>
	<title></title>
</head>
<body>Celina Ernst reservations<br />
10% commissionable</body>
</html>
"
1365,"","","","","",NL,Sr. HR Business Partner
1366,"","","","","","",""
1367,Dudok Studio's ,Utrechtseweg,"67a","6862 AC ",Oosterbeek,NL,"<html>
<head>
	<title></title>
</head>
<body>Mark Neerhof +31 (0)6 40 97 30 06<br />
10% Commissionable&nbsp;</body>
</html>
"
1368,"","","","","","",""
1369,Leerhotel Het Klooster,Daam Fockemalaan,"10","3818 KG",Amersfoort,NL,"<html>
<head>
	<title></title>
</head>
<body>Voorheen Parc Broekhuizen<br />
Mireille Ferrageau de St Amand Manager Sales en Reserveringen M 06 432 93 277</body>
</html>
"
1370,"","","","","","",""
1371,"","","","","","",""
1372, Hampton by Hilton Bristol Airport ,BS48 3AQ ,"","",Bristol ,GB,""
1373,"","","","","","",""
1374,Nomade Beach House,Koningin Wilhelmina Boulevard,"104","2202GW",Noordwijk,NL,""
1375,"","","","","",NL,Sales Manager
1376,Grand Hyatt Denver,Welton Street,"1750",CO 80202,Denver,US,""
1377,"","","","","","",""
1378,"","","","","","",""
1379,"","","","","","",""
1380,"","","","","","",""
1381,"","","","","","",""
1382,"","","","","","",""
1383,"","","","","","",""
1385,Landgoed Hotel Het Roode Koper,Jhr. Dr. C.J. Sandbergweg,"82","3852 PV",Ermelo,NL,"<html>
<head>
	<title></title>
</head>
<body><span style=""font-family:&quot;Palatino Linotype&quot;,serif"">Laura van den Beld &ndash; Peters </span><br />
&nbsp;</body>
</html>
"
1386,Hotel Arena,'s-Gravesandestraat,"55","1092 AA",Amsterdam,NL,""
1387,"","","","","","","Groups, Meetings & Events Manager"
1388,Hermitage Amsterdam,Nieuwe Keizersgracht,"1","1018 DR",Amsterdam,NL,""
1389,"","","","","","",Sales & Events Manager
1390,"","","","","",NL,Reserveringsafdeling
1391,"","","","","","",""
1392,"","","","","","",""
1393,"","","","","","",""
1394,"","","","","",NL,"<html>
<head>
	<title></title>
</head>
<body>Post Plaza preferd! wil graag alle kosten op rekening.&nbsp;</body>
</html>
"
1395,Oranje Hotel Leeuwarden,Stationsweg,"4","8911 AG",Leeuwarden,NL,"<html>
<head>
	<title></title>
</head>
<body>12% commissie in 2023<br />
<br />
10% commisise in 2022</body>
</html>
"
1396,"","","","","",NL,Algemeen directeur
1397,Van der Valk Hotel Emmen,Verlengde Herendijk,"50","7833JD",Nieuw-Amsterdam,NL,""
1398,"","","","","","",""
1399,Kloosterhotel de Soete Moeder,Nemiusstraat,"4","5212RG",'s-Hertogenbosch,NL,""
1400,"","","","","","",""
1401,"","","","","","",""
1402,"","","","","","",""
1403,"","","","","","",""
1404,Buitenplek Mas Mik,Benedeneind NZ,"408","3405CD",Benschop,NL,"<html>
<head>
	<title></title>
</head>
<body>Alleen Commissie op zaalhuur en AV. 10% geen commissie over overige items.</body>
</html>
"
1405,"","","","","",NL,Eigenaresse
1406,The Wellesley Knightsbridge,Knightsbridge,"11",SW1X 7LY,London,GB,"<html>
<head>
	<title></title>
</head>
<body>LARD MINIMAAL JUNIOR SUITE IN DIT HOTEL. REST IS TE KLEIN<br />
<br />
Manuel Carta<br />
Cluster reservations manager</body>
</html>
"
1407,"","","","","","",""
1408,LVM Agency,Klaverkamp,"4","8162HR",Epe,NL,""
1409,"","","","","","","OWNER, Hostess agency"
1410,"","","","","","",""
1411,Voco The hague,Kneuterdijk,"8","2514EN",'s-Gravenhage,NL,"<html>
<head>
	<title></title>
</head>
<body>2025: 12% commissie<br />
Standard room, exterior view: &euro; 179,- Incl. VAT and breakfast. excl. city tax.<br />
Premium room: &euro; 199,- Incl. VAT and breakfast. Excl. city tax.<br />
<br />
2024 &euro; 175,- In/Ex<br />
CONTRACTPRIJS 2023: 165,- In/Ex<br />
CONTRACTPRIJS 2022: 155,- In/Ex<br />
<br />
LET OP: STANDAARD KAMER QUEEN BED WORDT BEVESTIGD MAAR IS VOOR ONS DE STANDAARD EXTERIOR VIEW.<br />
<br />
10% over de netto eindfactuur van de groep voor diners<br />
&nbsp;</body>
</html>
"
1412,"","","","","","",DOSM
1413,"","","","","",NL,Eigenaar
1414,Covid Spoedservice B.V.,Joop Geesinkweg,"901","1114AB",Amsterdam-Duivendrecht,NL,""
1415,Covid Spoedservice B.V.,Joop Geesinkweg,"901","1114AB",Amsterdam-Duivendrecht,NL,""
1416,"","","","","","",""
1417,INNSIDE Amsterdam by Melia,Eduard van Beinumstraat,"40","1077CZ",Amsterdam,NL,"<html>
<head>
	<title></title>
</head>
<body><span style=""font-size:11pt;""><span style=""font-family:Calibri, sans-serif;""><a href=""https://meliapro.melia.com/en/dashboard"" style=""color:#0563c1;text-decoration:underline;"">https://meliapro.melia.com/en/dashboard</a></span></span><br />
<br />
<span style=""font-size:11pt;""><span style=""font-family:Calibri, sans-serif;""><a href=""mailto:RESERVATIONS@CORPORATEMEETINGPARTNER.COM"" style=""color:#0563c1;text-decoration:underline;"">RESERVATIONS@CORPORATEMEETINGPARTNER.COM</a></span></span><br />
<br />
<span style=""font-size:11pt;""><span style=""font-family:Calibri, sans-serif;""><span style=""color:#000000;"">Wachtw: vfKG79Uw2</span></span></span><br />
<br />
&nbsp;</body>
</html>
"
1418,NH Arnhem Rijnhotel,Onderlangs,"10","6812 CG",Arnhem,NL,""
1419,"","","","","",NL,""
1420,"","","","","","",""
1421,"","","","","",NL,"Assistant Cluster Director of Sales – The Netherlands
Cluster Sales Office The Netherlands
"
1422,"","","","","",NL,PA Fred Romijnse- Jurgen van Rossum en Adi Sorber
1423,"","","","","","",""
1424,"","","","","","",DOS
1425,"","","","","","",""
1426,"","","","","",NL,""
1427,"","","","","","",""
1428,"","","","","","",""
1429,"","","","","","",""
1430,"","","","","","",""
1431,"","","","","","",""
1432,"","","","","","",""
1433,"","","","","","",""
1434,"","","","","","",""
1435,"","","","","","",""
1436,"","","","","","",""
1437,"","","","","","",""
1438,De Landbouw ,Zijdeweg,"58","2245BZ",Wassenaar,NL,"<html>
<head>
	<title></title>
</head>
<body>15% COMMISSIE OP ZAALHUUR! PER 02-06-22<br />
<br />
<br />
Landbouw werkt met nieuwe tool. ze stuurt link waarin gasten zelf kunnen aangeven wat ze willen eten. met name voor lunch is het zo druk dat de keuken beter voorbereid moet zijn. <u><strong>VERGEET DIT NIET TE MELDEN BIJ DE OPDRACHTGEVER!!!</strong></u></body>
</html>
"
1439,"","","","","","",Eigenaresse
1440,Le Royal Hotel Luxembourg,Bd Royal,"12","2449",Luxembourg,LU,""
1441,"","","","","","",Reservations
1442,"","","","","","",""
1443,"","","","","","",""
1444," Hotel Santo Mauro, Luxury Collection",Calle de Zurbano,"36","28010",Madrid,ES,""
1445,Club Quarters Hotel St. Paul's,Ludgate Hill,"24",EC4M 7DR,London,GB,""
1446,"","","","","","",""
1447,"","","","","","",""
1448,"","","","","","",""
1449,"","","","","","",""
1450,Townhouse Boutique Hotel Zurich,Schützengasse,"7","8001",Zurich,CH,"<html>
<head>
	<title></title>
</head>
<body>ONTVANGEN 10% commissie, deze zal als korting worden verekend bij het chargen van onze kaart.</body>
</html>
"
1451,"","","","","","",""
1452,Hotel Ibis Brussels Centre Gare Midi,Engelandstraat,"2/20","1060",Brussel,BE,""
1453,"","","","","",NL,""
1454,"","","","","","",""
1455,New York Pizza Pieter Calandlaan,Pieter Calandlaan,"347 - 349","1068NH",Amsterdam,NL,Bedrijfsleider
1456,The Bear Hotel,High Street Cowbridge,"63",CF71 7AF,Vale of Glamorgan,GB,""
1457,"","","","","","",""
1458,"","","","","",NL,""
1459,"","","","","",NL,""
1460,"","","","","","",""
1461,"","","","","","",""
1462,"","","","","","",""
1463,"","","","","","",""
1464,"","","","","",NL,""
1465,Novotel Gent Centrum,Goudenleeuwplein,"5","9000",Gent,BE,""
1466,"","","","","","",""
1467,"","","","","",NL,event manager
1468,Room Mate Bruno,Wilhelminakade,"52","3072AR",Rotterdam,NL,Group & events coordinator
1469,Vrijstaat Nederzandt,Langevelderslag,"52 - 54","2204AH",Noordwijk,NL,"<html>
<head>
	<title></title>
</head>
<body>Dave Buwalda<br />
Sales &amp; event Coordinator<br />
<br />
Tim Dwyer<br />
Business Controller<br />
&nbsp;</body>
</html>
"
1470,Vergaderen in de Hooiberg,Ruige Weide,"13a","3421TH",Oudewater,NL,Eigenaresse
1471,"","","","","","",Eigenaresse
1472,"","","","","","",""
1473,"","","","","","",""
1474,"","","","","","",""
1475,"","","","","","",""
1476,"","","","","","",""
1477,Kempinski Hotel Corvinus Budapest,Erzsébet tér,"7-8",H-1051,Budapest,HU,""
1478,"","","","","","",Reserveringen
1479,"","","","","","",""
1480,"","","","","","",""
1481,"","","","","","",""
1482,"","","","","","",""
1483,"","","","","","",""
1484,"","","","","","",""
1485,"","","","","",NL,Reserveringen
1486,Hotel City Inn Budapest,Futó u. ,"55","1082",Budapest,HU,"<html>
<head>
	<title></title>
</head>
<body>SR: 10% COMMISSIE, boekingen aanvragen en maken via Vivien Polgari-Vincze<br />
- sales@cityinn.hu&nbsp;<br />
<br />
<br />
<br />
HO: Erika Tak&aacute;cs-Kahancz Sales Executive Mobile 0036207798697<br />
<br />
&nbsp;</body>
</html>
"
1487,"","","","","",NL,""
1488,"","","","","","",""
1489,"","","","","","",""
1490,"","","","","","",""
1491,"","","","","","",""
1492,"","","","","",NL,""
1493,"","","","","","",""
1494,Leonardo Hotels - Fattal Group,Landsberger Allee,"117A","10407",Berlijn,DE,""
1495,Leonardo Hotels UK & Ireland,"","","","",GB,""
1496,"","","","","","",""
1497,"","","","","","",""
1498,Mercure Budapest Korona Hotel,Kecskemeti Utca,"14","1053",Budapest,HU,""
1499,"","","","","","",""
1500,Leonardo Royal Hotel London St Pauls,Godliman Street,"10",EC4V 5AJ,London,GB,"<html>
<head>
	<title></title>
</head>
<body>PRIVE BOEKINGEN: code voor op de website: AGENT</body>
</html>
"
1501,"","","","","","",""
1502,Volks hotel ,Wibautstraat,"150","1091 GR ",Amsterdam,NL,"10% commissie"
1503,"","","","","",NL,"<html>
<head>
	<title></title>
</head>
<body>TKP</body>
</html>
"
1504,The Harbour Club Amsterdam Zuid,Apollolaan,"2","1077BA",Amsterdam,NL,""
1505,"","","","","",NL,"DIRECTOR F&B, ALTIJD MEENEMEN IN DE AANVRAGEN"
1506,"","","","","","",""
1507,Bij ons in de Brouwerij Leeuwarden,Zaailand,"94","8911BN",Leeuwarden,NL,"<html>
<head>
	<title></title>
</head>
<body>10% netto eindfactuur</body>
</html>
"
1508,"","","","","","",Eigenaar
1509,La Cantina di David,Oudegracht aan de werf,"88","3511AV",Utrecht,NL,"<html>
<head>
	<title></title>
</head>
<body>10% Commissie op netto eindfactuur</body>
</html>
"
1510,"","","","","","",Eigenaar
1511,"","","","","",NL,Sales Executive
1512,"","","","","",NL,BIS
1513,"","","","","",NL,""
1514,De Republiek Bloemendaal,Zeeweg,"94 (BLM 1)","2051EC",Overveen,NL,""
1515,"","","","","","",Sales & events
1516,"","","","","","",""
1517,Barbarossa Beachclub,Strandweg,"61","2586JL",'s-Gravenhage,NL,"<html>
<head>
	<title></title>
</head>
<body>Ze kunnen rekening houden met 10% commissie in de offerte</body>
</html>
"
1518,"","","","","","",Event Manager
1519,Culpepper,Strand Noord ,"60","",Scheveningen,NL,"Alexandra Langelaan 
10% comm op BBQ suggestie 3 en 4"
1520,Palais Hansen Kempinski Vienna,Schottenring,"24","1010",Wenen,AT,""
1521,"","","","","","",Reservations department
1522,"","","","","","",""
1523,"","","","","","",""
1524,"","","","","","",""
1525,"","","","","",NL,HR Adviseur
1526,Radion Amsterdam,Louwesweg,"1","1066 EA ",Amsterdam,NL,""
1527,Pitch & Putt Het Buiten-Land Leeuwarden,Noarder Stienplaat,"3","8939DA",Leeuwarden,NL,""
1528,"","","","","","",Groepsafdeling
1529,Sophias Leeuwarden,Lange Marktstraat,"1","8911AD",Leeuwarden,NL,"<html>
<head>
	<title></title>
</head>
<body>5% commissie over netto eindfactuur</body>
</html>
"
1530,"","","","","","",Reserveringen
1531,"","","","","",NL,Reserveringen Supervisor 
1532,Bastion Hotel Leeuwarden,Legedyk,"6","8935 DG",Leeuwarden,NL,"<html>
<head>
	<title></title>
</head>
<body>Geen commissie<br />
leeuwarden@bastionhotels.nl<br />
Zie overeenkomst Erik Melsen</body>
</html>
"
1533,"","","","","","",""
1534,"","","","","",NL,"Developer Transformers Team
- ESS Cloud & Support - 
"
1535,iChallenge,Sint Waldetrudisstraat,"5","2200",Herentals,BE,"Directe levernacier voor The Target, Team me Up, etc. Ipad city games voor teams. Directe inkoop met marge mogelijkheden.<br />
<br />
MARGE = Inkoop: incl. BTW | Verkoop: Excl. 21%  BTW<br />
 
<ol>
	<li><span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><b><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">The Target: </span></b><span lang=""en-gb"" style=""font-family:Helvetica, sans-serif;"" xml:lang=""en-gb""><span style=""color:#88ba32;"">Very Active, exciting, </span></span><span lang=""en-gb"" style=""font-family:Helvetica, sans-serif;"" xml:lang=""en-gb""><span style=""color:#f9ac16;"">Suitable for groups up to 60 persons, Standard game: cannot be customised</span></span></span></span></li>
</ol>
<span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">Dare to be a real gangster or police officer in this super exciting game. As a gangster your goal is to steal 1 million euros. How? By collecting items in the city and rob places. Use your jammers and bulletproof vests to outsmart the police. The police on the other hand, need to track the gangsters and have to shoot them. But will both groups succeed in their goal within the preset time?</span></span></span>

<ol>
	<li style=""list-style-type:none;"">
	<ol>
		<li style=""list-style-type:none;"">
		<ol style=""list-style-type:lower-roman;"">
			<li style=""margin-left:24px;""><span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">PRICE: € 25,- p.p. Excl. 21% VAT (Min. € 250,- excl. VAT)</span></span></span></li>
		</ol>
		</li>
	</ol>
	</li>
	<li><span style=""font-size:10pt;""><span style=""color:#f8ac17;""><span><span style=""font-family:Calibri, sans-serif;""><b><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">Operation Freddy </span></b><span lang=""en-gb"" style=""font-family:'Arimo-Regular';"" xml:lang=""en-gb""><span style=""color:#89bb33;"">Moderately active, funny, city exploration, lots of interaction with other teams.</span></span> <span lang=""en-gb"" style=""font-family:'Arimo-Regular';"" xml:lang=""en-gb"">Available for small and large groups, standard game: cannot be customized.</span></span></span></span></span></li>
</ol>
<span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">Let crazy Freddy take you out! Freddy knows the most beautiful places in the city and is happy to show them to you. At these locations you have to answer questions, take pictures or make audios. Did you complete the mission correctly? Then Freddy will reward your team with good points. But beware, you can challenge the other teams and thereby steal or lose points! Is your team strong enough to become the big winner of the game?</span></span></span>

<ol>
	<li style=""list-style-type:none;"">
	<ol>
		<li style=""list-style-type:none;"">
		<ol style=""list-style-type:lower-roman;"">
			<li style=""margin-left:24px;""><span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">PRICE: € 25,- p.p. Excl. 21% VAT (Min. € 250,- excl. VAT)</span></span></span></li>
		</ol>
		</li>
	</ol>
	</li>
	<li><span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><b><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">Esape Game – Outdoor </span></b><span lang=""en-gb"" style=""font-family:Helvetica, sans-serif;"" xml:lang=""en-gb""><span style=""color:#88ba32;"">Moderately active, exciting, nerve-racking. </span></span><span lang=""en-gb"" style=""font-family:Helvetica, sans-serif;"" xml:lang=""en-gb""><span style=""color:#f9ac16;"">Available for small and large groups, standard game: cannot be customized.</span></span></span></span></li>
</ol>
<span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">Dr. Crypto has taken 9 people hostage and hid them somewhere in the city. The police asks your help to free them. Go out and collect as many clues as possible to solve Dr. Crypto's riddles. That is the only way to free the hostages and earn money! Can you also shoot the accomplices of Dr. Crypto along the way? Then the ransom money will rise! Solve the riddles and free all the hostages!</span></span></span>

<ol>
	<li style=""list-style-type:none;"">
	<ol>
		<li style=""list-style-type:none;"">
		<ol style=""list-style-type:lower-roman;"">
			<li style=""margin-left:24px;""><span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">PRICE: € 25,- p.p. Excl. 21% VAT (Min. € 250,- excl. VAT)</span></span></span></li>
		</ol>
		</li>
	</ol>
	</li>
	<li><span style=""font-size:10pt;""><span style=""color:#88ba32;""><span><span style=""font-family:Calibri, sans-serif;""><b><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">Settlers: </span></b><span lang=""en-gb"" style=""font-family:Helvetica, sans-serif;"" xml:lang=""en-gb"">Moderately active, funny, unique </span><span lang=""en-gb"" style=""font-family:Helvetica, sans-serif;"" xml:lang=""en-gb""><span style=""color:#f9ac16;"">Available for small and large groups, standard game: cannot be customized.</span></span></span></span></span></span></li>
</ol>
<span style=""font-size:10pt;""><span><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:12pt;"" xml:lang=""en-gb""><span style=""font-family:'Arimo-Regular';"">Today you and your team are playing the game Catan in</span></span></span></span></span><br />
<span style=""font-size:10pt;""><span><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:12pt;"" xml:lang=""en-gb""><span style=""font-family:'Arimo-Regular';"">real life. You compete against other teams and face the</span></span></span></span></span><br />
<span style=""font-size:10pt;""><span><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:12pt;"" xml:lang=""en-gb""><span style=""font-family:'Arimo-Regular';"">challenge of collecting as many points as possible. Each team starts with a village, for which you already get one point. Afterwards you have to look for resources to build streets, other villages and cities. You do this by discovering the different grey hexagons on the map. But be careful because the other teams can destroy your cities with their knights. Also be aware of the bandits, they steal resources from you! Will your team manage to </span></span><span style=""font-size:12pt;""><span style=""font-family:'Arimo-Regular';"">collect the most points?</span></span></span></span></span>

<ol>
	<li style=""list-style-type:none;"">
	<ol>
		<li style=""list-style-type:none;"">
		<ol style=""list-style-type:lower-roman;"">
			<li style=""margin-left:24px;""><span style=""font-size:10pt;""><span style=""font-family:Calibri, sans-serif;""><span lang=""en-gb"" style=""font-size:11pt;"" xml:lang=""en-gb"">PRICE: € 26,- p.p. Excl. 21% VAT (min. € 260,- p.p. excl. </span><span style=""font-size:11pt;"">21% VAT)</span></span></span></li>
		</ol>
		</li>
	</ol>
	</li>
</ol>
"
